1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1992,0.0,0.7535,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.19920029807751063,0.0,0.753499784668032,0
0.9999999999756326,0.0,6.981035678945174e-06,0.0,1.0,0.0,-6.981035678945174e-06,0.0,0.9999999999756326,0.19920237264512541,0.0,0.7534982859949987,0
0.9999999997252269,0.0,2.3442400335957595e-05,0.0,1.0,0.0,-2.3442400335957595e-05,0.0,0.9999999997252269,0.19920796737038002,0.0,0.7534942443509429,0
0.9999999984716841,0.0,5.528681409355576e-05,0.0,1.0,0.0,-5.528681409355576e-05,0.0,0.9999999984716841,0.1992187903337067,0.0,0.7534864258141241,0
0.9999999942287566,0.0,0.00010743596518739601,0.0,1.0,0.0,-0.00010743596518739601,0.0,0.9999999942287566,0.19923651426970296,0.0,0.7534736219967242,0
0.9999999829414304,0.0,0.0001847082532750148,0.0,1.0,0.0,-0.0001847082532750148,0.0,0.9999999829414304,0.19926277680839988,0.0,0.7534546498705552,0
0.9999999574206893,0.0,0.00029181949863410733,0.0,1.0,0.0,-0.00029181949863410733,0.0,0.9999999574206893,0.1992991807165307,0.0,0.7534283515927659,0
0.9999999060893012,0.0,0.0004333836506149467,0.0,1.0,0.0,-0.0004333836506149467,0.0,0.9999999060893012,0.19934729413879926,0.0,0.7533935943315492,0
0.9999998115550927,0.0,0.0006139134948735755,0.0,1.0,0.0,-0.0006139134948735755,0.0,0.9999998115550927,0.1994086508391486,0.0,0.7533492700918488,0
0.9999996490276238,0.0,0.0008378213587626534,0.0,1.0,0.0,-0.0008378213587626534,0.0,0.9999996490276238,0.1994847504420294,0.0,0.7532942955410664,0
0.9999993845936487,0.0,0.00110941981409766,0.0,1.0,0.0,-0.00110941981409766,0.0,0.9999993845936487,0.19957705867366832,0.0,0.7532276118347687,0
0.9999989733662047,0.0,0.0014329223763511283,0.0,1.0,0.0,-0.0014329223763511283,0.0,0.9999989733662047,0.19968700760333688,0.0,0.7531481844423945,0
0.9999983575216636,0.0,0.001812444199160024,0.0,1.0,0.0,-0.001812444199160024,0.0,0.9999983575216636,0.19981599588461954,0.0,0.7530550029729615,0
